Date,Adj Close
2002-02-13,6.766667366027832
2002-02-14,6.733002185821533
2002-02-15,6.69933557510376
2002-02-19,6.43001651763916
2002-02-20,6.648838520050049
2002-02-21,6.6320061683654785
2002-02-22,6.514179229736328
2002-02-25,6.564677715301514
2002-02-26,6.564677715301514
2002-02-27,6.446848392486572
2002-02-28,6.43001651763916
2002-03-01,6.520911693572998
2002-03-04,6.6320061683654785
2002-03-05,6.480513095855713
2002-03-06,6.514179229736328
2002-03-07,6.874393463134766
2002-03-08,7.035984992980957
2002-03-11,7.126882076263428
2002-03-12,7.13698148727417
2002-03-13,7.076385021209717
2002-03-14,7.0696516036987305
2002-03-15,6.850828170776367
2002-03-18,6.497345924377441
2002-03-19,6.295356750488281
2002-03-20,6.066434860229492
2002-03-21,6.312190055847168
2002-03-22,6.497345924377441
2002-03-25,6.638740062713623
2002-03-26,6.7262678146362305
2002-03-27,6.934992790222168
2002-03-28,6.800330638885498
2002-04-01,6.413184642791748
2002-04-02,6.275156021118164
2002-04-03,6.261691093444824
2002-04-04,6.379518508911133
2002-04-05,6.224658489227295
2002-04-08,6.160695552825928
2002-04-09,6.379518508911133
2002-04-10,6.369418621063232
2002-04-11,6.228026390075684
2002-04-12,6.143863201141357
2002-04-15,6.248225212097168
2002-04-16,6.396351337432861
2002-04-17,6.669037342071533
2002-04-18,6.669037342071533
2002-04-19,6.823897361755371
2002-04-22,6.733002185821533
2002-04-23,6.581510066986084
2002-04-24,6.534377098083496
2002-04-25,6.531009674072266
2002-04-26,6.480513095855713
2002-04-29,6.362687110900879
2002-04-30,6.413184642791748
2002-05-01,6.901327610015869
2002-05-02,7.012421607971191
2002-05-03,7.002320766448975
2002-05-06,7.322138786315918
2002-05-07,7.237978458404541
2002-05-08,7.540962219238281
2002-05-09,7.692452907562256
2002-05-10,7.426501750946045
2002-05-13,7.237978458404541
2002-05-14,7.002320766448975
2002-05-15,6.682503700256348
2002-05-16,6.934992790222168
2002-05-17,7.1470818519592285
2002-05-20,7.1975789070129395
2002-05-21,6.901327610015869
2002-05-22,7.15381383895874
2002-05-23,7.5443291664123535
2002-05-24,7.897809982299805
2002-05-28,8.150298118591309
2002-05-29,7.944941997528076
2002-05-30,7.830480575561523
2002-05-31,8.143566131591797
2002-06-03,7.827114105224609
2002-06-04,7.887712478637695
2002-06-05,7.827114105224609
2002-06-06,7.827114105224609
2002-06-07,7.7261199951171875
2002-06-10,7.5746259689331055
2002-06-11,7.658786773681641
2002-06-12,7.540962219238281
2002-06-13,7.729484558105469
2002-06-14,7.5779924392700195
2002-06-17,7.749682903289795
2002-06-18,7.581359386444092
2002-06-19,7.742951393127441
2002-06-20,7.372637748718262
2002-06-21,7.0696516036987305
2002-06-24,6.908059120178223
2002-06-25,6.7262678146362305
2002-06-26,6.379518508911133
2002-06-27,6.733002185821533
2002-06-28,7.066282749176025
2002-07-01,6.645473003387451
2002-07-02,6.315556049346924
2002-07-03,6.228026390075684
2002-07-05,6.399716854095459
2002-07-08,6.669037342071533
2002-07-09,6.564677715301514
2002-07-10,6.463681697845459
2002-07-11,6.204461574554443
2002-07-12,5.955339431762695
2002-07-15,5.62205696105957
2002-07-16,5.450364589691162
2002-07-17,5.416698932647705
2002-07-18,5.399867057800293
2002-07-19,5.312338352203369
2002-07-22,5.319070339202881
2002-07-23,5.386401653289795
2002-07-24,5.9216742515563965
2002-07-25,5.716319561004639
2002-07-26,5.904843330383301
2002-07-29,6.160695552825928
2002-07-30,6.042870044708252
2002-07-31,5.891374588012695
2002-08-01,5.618690490722656
2002-08-02,5.083415985107422
2002-08-05,5.16757869720459
2002-08-06,5.315704345703125
2002-08-07,5.349369049072266
2002-08-08,5.016086101531982
2002-08-09,5.133913040161133
2002-08-12,5.470563888549805
2002-08-13,5.504228115081787
2002-08-14,5.8240461349487305
2002-08-15,6.093367099761963
2002-08-16,6.372786521911621
2002-08-19,6.716168403625488
2002-08-20,7.042720794677734
2002-08-21,7.221142292022705
2002-08-22,6.901327610015869
2002-08-23,6.648838520050049
2002-08-26,6.955190181732178
2002-08-27,6.938357830047607
2002-08-28,7.035984992980957
2002-08-29,7.214412689208984
2002-08-30,7.002320766448975
2002-09-03,6.733002185821533
2002-09-04,6.261691093444824
2002-09-05,6.456949234008789
2002-09-06,6.601707458496094
2002-09-09,6.749835014343262
2002-09-10,6.867660999298096
2002-09-11,7.002320766448975
2002-09-12,6.867660999298096
2002-09-13,6.598341464996338
2002-09-16,6.8036956787109375
2002-09-17,6.874393463134766
2002-09-18,6.766667366027832
